Customer Number,Customer Identifier,Customer Details,Market Segment Code,Phone Number,Account Balance,Market Segment,Comment
1134,Customer#000001134,Details for Customer 1134,16,43-939-279-3350,1754.57,BUILDING,Excellent customer service experience 1134
1135,Customer#000001135,Details for Customer 1135,12,95-658-332-5761,528.42,AUTOMOBILE,Excellent customer service experience 1135
1136,Customer#000001136,Details for Customer 1136,11,51-442-805-6398,1896.02,ELECTRONICS,Excellent customer service experience 1136
1137,Customer#000001137,Details for Customer 1137,13,71-545-203-8728,1846.35,AUTOMOBILE,Excellent customer service experience 1137
1138,Customer#000001138,Details for Customer 1138,14,87-118-369-1326,1943.66,FURNITURE,Excellent customer service experience 1138
1139,Customer#000001139,Details for Customer 1139,15,79-442-936-6310,618.23,BUILDING,Excellent customer service experience 1139
1140,Customer#000001140,Details for Customer 1140,11,56-777-560-9235,1451.87,AUTOMOBILE,Excellent customer service experience 1140
1141,Customer#000001141,Details for Customer 1141,16,80-652-511-2323,839.21,ELECTRONICS,Excellent customer service experience 1141
1142,Customer#000001142,Details for Customer 1142,19,13-117-147-6324,831.16,BUILDING,Excellent customer service experience 1142
1143,Customer#000001143,Details for Customer 1143,11,57-899-371-8633,1364.73,BUILDING,Excellent customer service experience 1143
1144,Customer#000001144,Details for Customer 1144,13,21-909-613-9294,1980.06,BUILDING,Excellent customer service experience 1144
1145,Customer#000001145,Details for Customer 1145,18,65-873-975-7083,561.45,AUTOMOBILE,Excellent customer service experience 1145
1146,Customer#000001146,Details for Customer 1146,12,27-917-468-2617,681.69,FURNITURE,Excellent customer service experience 1146
1147,Customer#000001147,Details for Customer 1147,16,95-414-356-6714,1566.69,BUILDING,Excellent customer service experience 1147
1148,Customer#000001148,Details for Customer 1148,10,91-640-115-7628,612.62,BUILDING,Excellent customer service experience 1148
1149,Customer#000001149,Details for Customer 1149,14,54-451-805-3318,515.88,AUTOMOBILE,Excellent customer service experience 1149
1150,Customer#000001150,Details for Customer 1150,14,42-148-486-1916,1791.37,BUILDING,Excellent customer service experience 1150
1151,Customer#000001151,Details for Customer 1151,10,18-154-183-4698,1756.26,ELECTRONICS,Excellent customer service experience 1151
1152,Customer#000001152,Details for Customer 1152,13,44-684-699-2110,1230.65,ELECTRONICS,Excellent customer service experience 1152
1153,Customer#000001153,Details for Customer 1153,13,99-461-931-6837,1028.67,ELECTRONICS,Excellent customer service experience 1153
1154,Customer#000001154,Details for Customer 1154,16,57-370-796-4752,1737.92,BUILDING,Excellent customer service experience 1154
1155,Customer#000001155,Details for Customer 1155,17,64-692-906-4288,1266.39,ELECTRONICS,Excellent customer service experience 1155
1156,Customer#000001156,Details for Customer 1156,16,91-163-214-2758,1870.05,ELECTRONICS,Excellent customer service experience 1156
1157,Customer#000001157,Details for Customer 1157,17,75-877-721-8995,1810.4,FURNITURE,Excellent customer service experience 1157
1158,Customer#000001158,Details for Customer 1158,11,11-380-521-6656,586.94,BUILDING,Excellent customer service experience 1158
1159,Customer#000001159,Details for Customer 1159,16,70-331-841-3283,1807.31,FURNITURE,Excellent customer service experience 1159
1160,Customer#000001160,Details for Customer 1160,18,88-316-588-9322,1435.29,ELECTRONICS,Excellent customer service experience 1160
1161,Customer#000001161,Details for Customer 1161,12,94-540-563-4080,1418.21,BUILDING,Excellent customer service experience 1161
1162,Customer#000001162,Details for Customer 1162,15,28-963-812-5795,1259.53,BUILDING,Excellent customer service experience 1162
1163,Customer#000001163,Details for Customer 1163,10,57-227-842-1592,668.4,FURNITURE,Excellent customer service experience 1163
1164,Customer#000001164,Details for Customer 1164,12,15-272-698-3596,1381.78,AUTOMOBILE,Excellent customer service experience 1164
1165,Customer#000001165,Details for Customer 1165,15,56-881-213-7512,1463.38,ELECTRONICS,Excellent customer service experience 1165
1166,Customer#000001166,Details for Customer 1166,19,82-131-145-4664,943.25,ELECTRONICS,Excellent customer service experience 1166
1167,Customer#000001167,Details for Customer 1167,19,44-749-493-4421,1440.46,AUTOMOBILE,Excellent customer service experience 1167
1168,Customer#000001168,Details for Customer 1168,19,40-366-476-2976,1797.93,BUILDING,Excellent customer service experience 1168
1169,Customer#000001169,Details for Customer 1169,13,56-194-255-3485,635.17,FURNITURE,Excellent customer service experience 1169
1170,Customer#000001170,Details for Customer 1170,10,78-309-797-9876,1695.32,ELECTRONICS,Excellent customer service experience 1170
1171,Customer#000001171,Details for Customer 1171,15,33-590-181-1189,1650.06,AUTOMOBILE,Excellent customer service experience 1171
1172,Customer#000001172,Details for Customer 1172,12,64-459-217-2721,1013.64,ELECTRONICS,Excellent customer service experience 1172
1173,Customer#000001173,Details for Customer 1173,13,99-202-319-2786,1820.41,ELECTRONICS,Excellent customer service experience 1173
1174,Customer#000001174,Details for Customer 1174,13,33-645-898-9612,1716.7,AUTOMOBILE,Excellent customer service experience 1174
1175,Customer#000001175,Details for Customer 1175,19,90-311-594-5472,525.56,AUTOMOBILE,Excellent customer service experience 1175
1176,Customer#000001176,Details for Customer 1176,10,63-253-492-8197,1239.95,AUTOMOBILE,Excellent customer service experience 1176
1177,Customer#000001177,Details for Customer 1177,16,67-435-723-3112,1092.2,ELECTRONICS,Excellent customer service experience 1177
1178,Customer#000001178,Details for Customer 1178,16,61-544-345-2163,996.67,AUTOMOBILE,Excellent customer service experience 1178
1179,Customer#000001179,Details for Customer 1179,11,96-326-573-2960,1366.11,BUILDING,Excellent customer service experience 1179
1180,Customer#000001180,Details for Customer 1180,16,64-833-296-7311,1826.7,AUTOMOBILE,Excellent customer service experience 1180
1181,Customer#000001181,Details for Customer 1181,15,66-210-429-4395,1620.4,BUILDING,Excellent customer service experience 1181
1182,Customer#000001182,Details for Customer 1182,16,84-995-250-7998,1574.63,ELECTRONICS,Excellent customer service experience 1182
1183,Customer#000001183,Details for Customer 1183,12,14-952-696-2117,1360.75,ELECTRONICS,Excellent customer service experience 1183
1184,Customer#000001184,Details for Customer 1184,10,62-242-552-5846,695.37,ELECTRONICS,Excellent customer service experience 1184
1185,Customer#000001185,Details for Customer 1185,11,13-541-746-1586,1497.97,AUTOMOBILE,Excellent customer service experience 1185
1186,Customer#000001186,Details for Customer 1186,18,88-880-246-8452,1384.89,FURNITURE,Excellent customer service experience 1186
1187,Customer#000001187,Details for Customer 1187,10,32-284-364-1210,1194.06,AUTOMOBILE,Excellent customer service experience 1187
1188,Customer#000001188,Details for Customer 1188,14,23-611-342-3996,1488.82,AUTOMOBILE,Excellent customer service experience 1188
1189,Customer#000001189,Details for Customer 1189,18,60-883-337-6215,1638.25,ELECTRONICS,Excellent customer service experience 1189
1190,Customer#000001190,Details for Customer 1190,12,21-321-941-5527,1375.33,AUTOMOBILE,Excellent customer service experience 1190
1191,Customer#000001191,Details for Customer 1191,17,11-381-817-7521,1397.73,FURNITURE,Excellent customer service experience 1191
1192,Customer#000001192,Details for Customer 1192,18,83-278-415-3099,1342.47,ELECTRONICS,Excellent customer service experience 1192
1193,Customer#000001193,Details for Customer 1193,10,99-418-327-7393,1024.84,AUTOMOBILE,Excellent customer service experience 1193
1194,Customer#000001194,Details for Customer 1194,16,74-584-470-8459,1443.14,AUTOMOBILE,Excellent customer service experience 1194
1195,Customer#000001195,Details for Customer 1195,14,99-524-146-2053,1846.55,ELECTRONICS,Excellent customer service experience 1195
1196,Customer#000001196,Details for Customer 1196,10,67-330-456-6175,1821.76,FURNITURE,Excellent customer service experience 1196
1197,Customer#000001197,Details for Customer 1197,15,30-154-476-6842,1146.72,FURNITURE,Excellent customer service experience 1197
1198,Customer#000001198,Details for Customer 1198,17,74-357-762-3811,1241.15,ELECTRONICS,Excellent customer service experience 1198
1199,Customer#000001199,Details for Customer 1199,11,18-275-724-5014,1987.69,FURNITURE,Excellent customer service experience 1199
1200,Customer#000001200,Details for Customer 1200,12,92-304-499-4805,900.21,BUILDING,Excellent customer service experience 1200
1201,Customer#000001201,Details for Customer 1201,10,89-534-235-2175,1799.15,BUILDING,Excellent customer service experience 1201
1202,Customer#000001202,Details for Customer 1202,18,31-203-242-3969,528.77,FURNITURE,Excellent customer service experience 1202
1203,Customer#000001203,Details for Customer 1203,19,92-936-595-7879,1126.35,ELECTRONICS,Excellent customer service experience 1203
1204,Customer#000001204,Details for Customer 1204,15,73-426-389-2430,1374.66,FURNITURE,Excellent customer service experience 1204
1205,Customer#000001205,Details for Customer 1205,16,83-891-955-7239,1522.87,ELECTRONICS,Excellent customer service experience 1205
1206,Customer#000001206,Details for Customer 1206,16,24-525-493-1883,1334.84,BUILDING,Excellent customer service experience 1206
1207,Customer#000001207,Details for Customer 1207,13,77-105-931-4658,1300.93,ELECTRONICS,Excellent customer service experience 1207
1208,Customer#000001208,Details for Customer 1208,12,38-707-122-9809,908.7,ELECTRONICS,Excellent customer service experience 1208
1209,Customer#000001209,Details for Customer 1209,14,82-354-558-6790,802.5,ELECTRONICS,Excellent customer service experience 1209
1210,Customer#000001210,Details for Customer 1210,11,92-157-704-5574,999.62,ELECTRONICS,Excellent customer service experience 1210
1211,Customer#000001211,Details for Customer 1211,18,42-653-220-5892,1500.68,FURNITURE,Excellent customer service experience 1211
1212,Customer#000001212,Details for Customer 1212,16,78-590-933-9546,1353.06,FURNITURE,Excellent customer service experience 1212
1213,Customer#000001213,Details for Customer 1213,12,32-340-337-6574,794.89,AUTOMOBILE,Excellent customer service experience 1213
1214,Customer#000001214,Details for Customer 1214,19,99-464-567-2022,896.51,BUILDING,Excellent customer service experience 1214
1215,Customer#000001215,Details for Customer 1215,15,19-186-970-4753,1373.47,BUILDING,Excellent customer service experience 1215
1216,Customer#000001216,Details for Customer 1216,11,69-540-281-6015,1387.94,BUILDING,Excellent customer service experience 1216
1217,Customer#000001217,Details for Customer 1217,16,14-481-187-7247,1602.12,ELECTRONICS,Excellent customer service experience 1217
1218,Customer#000001218,Details for Customer 1218,19,27-162-236-9948,686.76,BUILDING,Excellent customer service experience 1218
1219,Customer#000001219,Details for Customer 1219,16,75-992-579-6519,1918.83,FURNITURE,Excellent customer service experience 1219
1220,Customer#000001220,Details for Customer 1220,10,91-425-747-1109,1193.14,FURNITURE,Excellent customer service experience 1220
1221,Customer#000001221,Details for Customer 1221,13,76-255-966-4270,1051.87,ELECTRONICS,Excellent customer service experience 1221
1222,Customer#000001222,Details for Customer 1222,19,34-456-465-7668,1329.38,BUILDING,Excellent customer service experience 1222
1223,Customer#000001223,Details for Customer 1223,17,63-625-449-3378,1564.41,BUILDING,Excellent customer service experience 1223
1224,Customer#000001224,Details for Customer 1224,19,50-383-130-2176,1960.14,ELECTRONICS,Excellent customer service experience 1224
1225,Customer#000001225,Details for Customer 1225,10,76-926-493-5358,1753.93,FURNITURE,Excellent customer service experience 1225
1226,Customer#000001226,Details for Customer 1226,16,15-471-202-6894,920.42,AUTOMOBILE,Excellent customer service experience 1226
1227,Customer#000001227,Details for Customer 1227,18,68-645-366-5494,1672.93,FURNITURE,Excellent customer service experience 1227
1228,Customer#000001228,Details for Customer 1228,12,98-378-742-3770,1419.07,ELECTRONICS,Excellent customer service experience 1228
1229,Customer#000001229,Details for Customer 1229,19,45-942-772-8830,1503.08,FURNITURE,Excellent customer service experience 1229
1230,Customer#000001230,Details for Customer 1230,18,31-412-782-4954,951.77,FURNITURE,Excellent customer service experience 1230
1231,Customer#000001231,Details for Customer 1231,11,90-846-783-1855,1571.02,ELECTRONICS,Excellent customer service experience 1231
1232,Customer#000001232,Details for Customer 1232,13,64-862-827-3745,714.58,FURNITURE,Excellent customer service experience 1232
1233,Customer#000001233,Details for Customer 1233,14,88-274-900-8400,837.28,BUILDING,Excellent customer service experience 1233
1234,Customer#000001234,Details for Customer 1234,14,19-580-890-4127,588.9,AUTOMOBILE,Excellent customer service experience 1234
1235,Customer#000001235,Details for Customer 1235,11,57-898-609-7625,1383.4,ELECTRONICS,Excellent customer service experience 1235
1236,Customer#000001236,Details for Customer 1236,11,22-837-316-2704,614.2,FURNITURE,Excellent customer service experience 1236
1237,Customer#000001237,Details for Customer 1237,15,46-903-211-8599,1713.56,FURNITURE,Excellent customer service experience 1237
1238,Customer#000001238,Details for Customer 1238,19,35-338-534-7405,1212.79,FURNITURE,Excellent customer service experience 1238
1239,Customer#000001239,Details for Customer 1239,16,49-525-672-5287,1747.28,ELECTRONICS,Excellent customer service experience 1239
1240,Customer#000001240,Details for Customer 1240,18,53-533-197-4130,1707.1,FURNITURE,Excellent customer service experience 1240
1241,Customer#000001241,Details for Customer 1241,11,87-983-280-8725,1040.83,FURNITURE,Excellent customer service experience 1241
1242,Customer#000001242,Details for Customer 1242,19,17-307-503-7835,1609.79,AUTOMOBILE,Excellent customer service experience 1242
1243,Customer#000001243,Details for Customer 1243,10,44-963-766-3229,513.65,BUILDING,Excellent customer service experience 1243
1244,Customer#000001244,Details for Customer 1244,10,78-925-957-3418,1238.89,ELECTRONICS,Excellent customer service experience 1244
1245,Customer#000001245,Details for Customer 1245,10,99-539-110-1158,678.33,FURNITURE,Excellent customer service experience 1245
1246,Customer#000001246,Details for Customer 1246,12,85-988-384-8052,751.93,ELECTRONICS,Excellent customer service experience 1246
1247,Customer#000001247,Details for Customer 1247,18,60-876-617-5645,1834.96,ELECTRONICS,Excellent customer service experience 1247
1248,Customer#000001248,Details for Customer 1248,11,84-915-420-5499,1845.36,ELECTRONICS,Excellent customer service experience 1248
1249,Customer#000001249,Details for Customer 1249,10,61-126-753-2642,1596.66,BUILDING,Excellent customer service experience 1249
1250,Customer#000001250,Details for Customer 1250,18,28-173-416-7796,1289.45,FURNITURE,Excellent customer service experience 1250
1251,Customer#000001251,Details for Customer 1251,11,37-305-876-4510,1342.28,ELECTRONICS,Excellent customer service experience 1251
1252,Customer#000001252,Details for Customer 1252,16,77-106-306-4796,775.67,BUILDING,Excellent customer service experience 1252
1253,Customer#000001253,Details for Customer 1253,10,81-114-953-8392,957.84,ELECTRONICS,Excellent customer service experience 1253
1254,Customer#000001254,Details for Customer 1254,18,59-982-231-5324,600.96,ELECTRONICS,Excellent customer service experience 1254
1255,Customer#000001255,Details for Customer 1255,18,32-627-332-4937,997.09,ELECTRONICS,Excellent customer service experience 1255
1256,Customer#000001256,Details for Customer 1256,10,91-178-487-1480,1692.82,BUILDING,Excellent customer service experience 1256
1257,Customer#000001257,Details for Customer 1257,18,67-500-329-6316,1316.0,ELECTRONICS,Excellent customer service experience 1257
1258,Customer#000001258,Details for Customer 1258,19,61-980-579-7168,1928.15,BUILDING,Excellent customer service experience 1258
1259,Customer#000001259,Details for Customer 1259,13,22-635-497-9492,1379.85,FURNITURE,Excellent customer service experience 1259
1260,Customer#000001260,Details for Customer 1260,13,32-795-699-3902,1961.16,FURNITURE,Excellent customer service experience 1260
1261,Customer#000001261,Details for Customer 1261,10,92-380-592-3636,900.12,ELECTRONICS,Excellent customer service experience 1261
1262,Customer#000001262,Details for Customer 1262,17,21-356-163-1527,914.85,FURNITURE,Excellent customer service experience 1262
1263,Customer#000001263,Details for Customer 1263,14,72-724-972-2531,949.59,FURNITURE,Excellent customer service experience 1263
1264,Customer#000001264,Details for Customer 1264,12,99-517-461-9538,1135.79,BUILDING,Excellent customer service experience 1264
1265,Customer#000001265,Details for Customer 1265,11,21-449-411-9394,1237.08,FURNITURE,Excellent customer service experience 1265
1266,Customer#000001266,Details for Customer 1266,16,31-444-561-5641,788.12,AUTOMOBILE,Excellent customer service experience 1266
1267,Customer#000001267,Details for Customer 1267,19,19-529-775-6474,817.55,ELECTRONICS,Excellent customer service experience 1267
1268,Customer#000001268,Details for Customer 1268,12,47-315-206-4005,675.33,AUTOMOBILE,Excellent customer service experience 1268
1269,Customer#000001269,Details for Customer 1269,13,76-394-847-5445,503.95,BUILDING,Excellent customer service experience 1269
1270,Customer#000001270,Details for Customer 1270,14,68-323-680-5526,527.32,FURNITURE,Excellent customer service experience 1270
1271,Customer#000001271,Details for Customer 1271,19,99-219-721-8943,924.77,FURNITURE,Excellent customer service experience 1271
1272,Customer#000001272,Details for Customer 1272,19,77-222-267-2313,1637.37,ELECTRONICS,Excellent customer service experience 1272
1273,Customer#000001273,Details for Customer 1273,17,60-820-735-2865,679.84,BUILDING,Excellent customer service experience 1273
1274,Customer#000001274,Details for Customer 1274,12,38-946-514-3477,1328.21,ELECTRONICS,Excellent customer service experience 1274
1275,Customer#000001275,Details for Customer 1275,10,84-673-268-7632,648.29,AUTOMOBILE,Excellent customer service experience 1275
1276,Customer#000001276,Details for Customer 1276,11,95-469-508-3097,593.47,BUILDING,Excellent customer service experience 1276
1277,Customer#000001277,Details for Customer 1277,16,65-115-239-2326,847.51,FURNITURE,Excellent customer service experience 1277
1278,Customer#000001278,Details for Customer 1278,18,34-694-316-2367,832.71,BUILDING,Excellent customer service experience 1278
1279,Customer#000001279,Details for Customer 1279,17,15-434-131-3159,1401.38,ELECTRONICS,Excellent customer service experience 1279
1280,Customer#000001280,Details for Customer 1280,19,67-395-483-7642,1370.48,ELECTRONICS,Excellent customer service experience 1280
1281,Customer#000001281,Details for Customer 1281,17,64-344-693-6544,526.33,AUTOMOBILE,Excellent customer service experience 1281
1282,Customer#000001282,Details for Customer 1282,11,10-887-714-7811,522.11,AUTOMOBILE,Excellent customer service experience 1282
1283,Customer#000001283,Details for Customer 1283,13,15-807-362-3580,1476.44,AUTOMOBILE,Excellent customer service experience 1283
1284,Customer#000001284,Details for Customer 1284,12,20-869-139-8545,1665.29,FURNITURE,Excellent customer service experience 1284
1285,Customer#000001285,Details for Customer 1285,17,31-817-777-6401,1497.64,FURNITURE,Excellent customer service experience 1285
1286,Customer#000001286,Details for Customer 1286,12,78-845-228-4804,1111.15,BUILDING,Excellent customer service experience 1286
1287,Customer#000001287,Details for Customer 1287,18,19-227-309-4774,1288.32,AUTOMOBILE,Excellent customer service experience 1287
1288,Customer#000001288,Details for Customer 1288,17,25-409-407-1885,1459.88,BUILDING,Excellent customer service experience 1288
1289,Customer#000001289,Details for Customer 1289,16,49-692-335-3041,587.28,AUTOMOBILE,Excellent customer service experience 1289
1290,Customer#000001290,Details for Customer 1290,13,34-862-778-3348,1457.59,FURNITURE,Excellent customer service experience 1290
1291,Customer#000001291,Details for Customer 1291,15,63-632-109-2439,1914.05,AUTOMOBILE,Excellent customer service experience 1291
1292,Customer#000001292,Details for Customer 1292,10,17-190-155-4414,1688.48,BUILDING,Excellent customer service experience 1292
1293,Customer#000001293,Details for Customer 1293,14,14-630-439-9749,1202.63,ELECTRONICS,Excellent customer service experience 1293
1294,Customer#000001294,Details for Customer 1294,15,20-707-234-1115,1863.32,BUILDING,Excellent customer service experience 1294
1295,Customer#000001295,Details for Customer 1295,19,16-841-463-9549,1103.21,AUTOMOBILE,Excellent customer service experience 1295
1296,Customer#000001296,Details for Customer 1296,16,57-829-371-6359,1928.47,FURNITURE,Excellent customer service experience 1296
1297,Customer#000001297,Details for Customer 1297,15,15-747-496-5283,778.94,AUTOMOBILE,Excellent customer service experience 1297
1298,Customer#000001298,Details for Customer 1298,11,58-375-203-5000,1020.99,FURNITURE,Excellent customer service experience 1298
1299,Customer#000001299,Details for Customer 1299,16,63-680-609-9882,1035.76,FURNITURE,Excellent customer service experience 1299
1300,Customer#000001300,Details for Customer 1300,15,52-417-409-5039,1118.03,FURNITURE,Excellent customer service experience 1300
1301,Customer#000001301,Details for Customer 1301,10,62-742-846-5448,971.79,AUTOMOBILE,Excellent customer service experience 1301
1302,Customer#000001302,Details for Customer 1302,18,77-121-767-2370,1322.92,BUILDING,Excellent customer service experience 1302
1303,Customer#000001303,Details for Customer 1303,18,71-871-857-9310,873.86,AUTOMOBILE,Excellent customer service experience 1303
1304,Customer#000001304,Details for Customer 1304,13,52-585-562-8637,658.85,BUILDING,Excellent customer service experience 1304
1305,Customer#000001305,Details for Customer 1305,17,63-453-656-3964,1977.09,BUILDING,Excellent customer service experience 1305
1306,Customer#000001306,Details for Customer 1306,15,17-384-302-8249,1562.97,ELECTRONICS,Excellent customer service experience 1306
1307,Customer#000001307,Details for Customer 1307,12,22-581-658-4029,1402.56,FURNITURE,Excellent customer service experience 1307
1308,Customer#000001308,Details for Customer 1308,19,88-906-933-8030,1246.82,BUILDING,Excellent customer service experience 1308
1309,Customer#000001309,Details for Customer 1309,15,77-394-131-9188,1048.36,AUTOMOBILE,Excellent customer service experience 1309
1310,Customer#000001310,Details for Customer 1310,10,69-250-756-4425,1067.93,AUTOMOBILE,Excellent customer service experience 1310
1311,Customer#000001311,Details for Customer 1311,14,45-732-260-3885,708.58,ELECTRONICS,Excellent customer service experience 1311
1312,Customer#000001312,Details for Customer 1312,19,47-757-226-2849,1369.44,FURNITURE,Excellent customer service experience 1312
1313,Customer#000001313,Details for Customer 1313,16,18-753-409-1354,829.29,ELECTRONICS,Excellent customer service experience 1313
1314,Customer#000001314,Details for Customer 1314,12,55-553-501-3559,1717.2,BUILDING,Excellent customer service experience 1314
1315,Customer#000001315,Details for Customer 1315,16,28-165-362-7362,961.16,BUILDING,Excellent customer service experience 1315
1316,Customer#000001316,Details for Customer 1316,11,21-862-269-5812,796.1,BUILDING,Excellent customer service experience 1316
1317,Customer#000001317,Details for Customer 1317,14,18-193-353-6210,829.88,AUTOMOBILE,Excellent customer service experience 1317
1318,Customer#000001318,Details for Customer 1318,17,72-887-363-6113,1512.37,FURNITURE,Excellent customer service experience 1318
1319,Customer#000001319,Details for Customer 1319,13,70-821-691-5648,1360.11,AUTOMOBILE,Excellent customer service experience 1319
1320,Customer#000001320,Details for Customer 1320,17,11-178-764-5195,1252.98,FURNITURE,Excellent customer service experience 1320
1321,Customer#000001321,Details for Customer 1321,10,79-675-641-4655,1211.19,ELECTRONICS,Excellent customer service experience 1321
1322,Customer#000001322,Details for Customer 1322,15,68-403-166-5180,1228.25,AUTOMOBILE,Excellent customer service experience 1322
1323,Customer#000001323,Details for Customer 1323,12,13-179-183-8757,1324.17,BUILDING,Excellent customer service experience 1323
1324,Customer#000001324,Details for Customer 1324,18,43-844-128-8101,1747.18,ELECTRONICS,Excellent customer service experience 1324
1325,Customer#000001325,Details for Customer 1325,19,32-552-741-2729,1034.97,AUTOMOBILE,Excellent customer service experience 1325
1326,Customer#000001326,Details for Customer 1326,15,92-659-601-7181,1907.83,BUILDING,Excellent customer service experience 1326
1327,Customer#000001327,Details for Customer 1327,10,79-917-553-7340,599.65,FURNITURE,Excellent customer service experience 1327
1328,Customer#000001328,Details for Customer 1328,16,58-655-869-9970,1895.43,AUTOMOBILE,Excellent customer service experience 1328
1329,Customer#000001329,Details for Customer 1329,10,29-684-894-5459,1149.07,FURNITURE,Excellent customer service experience 1329
1330,Customer#000001330,Details for Customer 1330,11,77-475-998-6138,1537.58,ELECTRONICS,Excellent customer service experience 1330
1331,Customer#000001331,Details for Customer 1331,13,41-647-576-2584,1759.13,ELECTRONICS,Excellent customer service experience 1331
1332,Customer#000001332,Details for Customer 1332,14,55-458-105-6189,510.37,ELECTRONICS,Excellent customer service experience 1332
1333,Customer#000001333,Details for Customer 1333,16,69-578-341-6414,1262.37,FURNITURE,Excellent customer service experience 1333
1334,Customer#000001334,Details for Customer 1334,10,82-810-818-2410,786.74,FURNITURE,Excellent customer service experience 1334
1335,Customer#000001335,Details for Customer 1335,17,31-293-247-3199,601.71,AUTOMOBILE,Excellent customer service experience 1335
1336,Customer#000001336,Details for Customer 1336,14,81-637-253-7024,1691.63,BUILDING,Excellent customer service experience 1336
1337,Customer#000001337,Details for Customer 1337,13,67-304-445-1262,506.89,BUILDING,Excellent customer service experience 1337
1338,Customer#000001338,Details for Customer 1338,13,49-303-511-2079,1373.27,FURNITURE,Excellent customer service experience 1338
1339,Customer#000001339,Details for Customer 1339,13,35-903-342-4097,1211.84,BUILDING,Excellent customer service experience 1339
1340,Customer#000001340,Details for Customer 1340,12,52-539-287-3344,1960.44,BUILDING,Excellent customer service experience 1340
1341,Customer#000001341,Details for Customer 1341,11,59-177-702-7556,1907.12,ELECTRONICS,Excellent customer service experience 1341
1342,Customer#000001342,Details for Customer 1342,13,76-680-432-9912,860.38,BUILDING,Excellent customer service experience 1342
1343,Customer#000001343,Details for Customer 1343,18,54-691-837-5686,1049.19,AUTOMOBILE,Excellent customer service experience 1343
1344,Customer#000001344,Details for Customer 1344,11,28-377-261-9604,1073.28,FURNITURE,Excellent customer service experience 1344
1345,Customer#000001345,Details for Customer 1345,19,19-373-876-1537,1680.05,ELECTRONICS,Excellent customer service experience 1345
1346,Customer#000001346,Details for Customer 1346,18,49-955-873-1056,968.04,ELECTRONICS,Excellent customer service experience 1346
1347,Customer#000001347,Details for Customer 1347,18,80-901-782-7129,1164.69,AUTOMOBILE,Excellent customer service experience 1347
1348,Customer#000001348,Details for Customer 1348,14,38-238-269-5973,1451.18,ELECTRONICS,Excellent customer service experience 1348
1349,Customer#000001349,Details for Customer 1349,16,16-407-113-8237,1412.26,FURNITURE,Excellent customer service experience 1349
1350,Customer#000001350,Details for Customer 1350,13,58-950-646-6537,1957.06,BUILDING,Excellent customer service experience 1350
1351,Customer#000001351,Details for Customer 1351,16,43-534-778-4555,1745.46,ELECTRONICS,Excellent customer service experience 1351
1352,Customer#000001352,Details for Customer 1352,19,70-401-785-7233,1118.08,FURNITURE,Excellent customer service experience 1352
1353,Customer#000001353,Details for Customer 1353,15,80-989-349-8808,1960.13,ELECTRONICS,Excellent customer service experience 1353
1354,Customer#000001354,Details for Customer 1354,18,57-837-572-9031,692.71,AUTOMOBILE,Excellent customer service experience 1354
1355,Customer#000001355,Details for Customer 1355,19,50-201-660-2475,1075.06,ELECTRONICS,Excellent customer service experience 1355
1356,Customer#000001356,Details for Customer 1356,10,49-168-139-5015,1608.18,BUILDING,Excellent customer service experience 1356
1357,Customer#000001357,Details for Customer 1357,17,99-623-235-8197,1266.54,AUTOMOBILE,Excellent customer service experience 1357
1358,Customer#000001358,Details for Customer 1358,16,65-113-295-7163,684.77,BUILDING,Excellent customer service experience 1358
1359,Customer#000001359,Details for Customer 1359,14,27-237-812-3768,705.39,FURNITURE,Excellent customer service experience 1359
1360,Customer#000001360,Details for Customer 1360,18,86-173-972-5985,745.31,FURNITURE,Excellent customer service experience 1360
1361,Customer#000001361,Details for Customer 1361,14,73-599-648-1046,1545.76,AUTOMOBILE,Excellent customer service experience 1361
1362,Customer#000001362,Details for Customer 1362,15,98-731-759-3367,1001.2,AUTOMOBILE,Excellent customer service experience 1362
1363,Customer#000001363,Details for Customer 1363,15,93-347-541-3567,775.95,BUILDING,Excellent customer service experience 1363
1364,Customer#000001364,Details for Customer 1364,16,49-551-692-3789,1878.83,BUILDING,Excellent customer service experience 1364
1365,Customer#000001365,Details for Customer 1365,17,20-308-574-7987,1502.4,FURNITURE,Excellent customer service experience 1365
1366,Customer#000001366,Details for Customer 1366,13,92-839-316-8345,591.11,FURNITURE,Excellent customer service experience 1366
1367,Customer#000001367,Details for Customer 1367,18,94-563-365-6555,1815.91,FURNITURE,Excellent customer service experience 1367
1368,Customer#000001368,Details for Customer 1368,19,81-551-471-4437,1951.41,FURNITURE,Excellent customer service experience 1368
1369,Customer#000001369,Details for Customer 1369,11,49-233-631-4447,1176.17,ELECTRONICS,Excellent customer service experience 1369
1370,Customer#000001370,Details for Customer 1370,11,76-853-782-3026,1978.83,ELECTRONICS,Excellent customer service experience 1370
1371,Customer#000001371,Details for Customer 1371,18,87-508-644-5710,1968.03,ELECTRONICS,Excellent customer service experience 1371
1372,Customer#000001372,Details for Customer 1372,11,79-911-127-9810,986.92,BUILDING,Excellent customer service experience 1372
1373,Customer#000001373,Details for Customer 1373,19,10-373-222-2896,1884.27,BUILDING,Excellent customer service experience 1373
1374,Customer#000001374,Details for Customer 1374,14,89-510-690-3754,1964.36,FURNITURE,Excellent customer service experience 1374
1375,Customer#000001375,Details for Customer 1375,18,99-876-290-1460,1566.68,BUILDING,Excellent customer service experience 1375
